gene,TCGA-A2-A0T1-01,TCGA-AC-A23H-01,TCGA-AR-A0TX-01,TCGA-AR-A24U-01,TCGA-AR-A254-01,TCGA-BH-A1EV-01,TCGA-BH-A203-01,TCGA-C8-A1HF-01,TCGA-C8-A1HK-01,TCGA-C8-A26X-01,TCGA-C8-A26Y-01,TCGA-C8-A275-01,TCGA-C8-A278-01,TCGA-D8-A1JF-01,TCGA-D8-A1JG-01,TCGA-D8-A1XT-01,TCGA-E2-A1B0-01,TCGA-E2-A1LB-01,TCGA-E9-A1RH-01,TCGA-E9-A248-01,TCGA-EW-A1OV-01,TCGA-EW-A2FR-01,TCGA-GM-A2DB-01,TCGA-GM-A2DH-01
ACTN2,0.888456938390839,0.971547950614285,0.833471103150347,0.859270894652348,0.934785761482933,0.955651356575139,0.950477291923727,0.920499890674726,0.933248943561801,0.93927583053573,0.912020871003508,0.934579067196561,0.943307472301325,0.61592476931565,0.876658619366725,0.919665819581566,0.860183279018137,0.942138314707184,0.580638513408049,0.884360850369201,0.867358492045433,0.906702798609875,0.745994027259903,0.901905990837507
AHCTF1,0.948453129366446,0.966195755633074,0.900568835771371,0.943676477030447,0.940528219334235,0.952173450256612,0.956490029556499,0.951287230409995,0.917001812243522,0.950570148192045,0.904418597285627,0.947290303817159,0.953492861525776,0.950233448966463,0.959941269295828,0.930993873450867,0.915154633131926,0.964037717053353,0.961342481012883,0.947513576182657,0.933535129521169,0.945496384625364,0.922323295827848,0.952731846663391
AHNAK,0.955640643782757,0.969478984986211,0.922104655887668,0.942602481537112,0.951238107105601,0.948179667392244,0.951392643847251,0.952808616258694,0.906821737548459,0.948313818277761,0.960778942159218,0.95087982431947,0.954782013414287,0.948848203906963,0.930494186734532,0.93551788235025,0.94836875005498,0.929198842154432,0.927434878132305,0.954458959726453,0.920856889322127,0.920340238559448,0.93136244025989,0.949657917121263
AHNAK2,0.982350631556115,0.969632365882664,0.979862145950332,0.978699766276897,0.978391245249801,0.98483185196622,0.981113556815684,0.981098969568136,0.979664853275825,0.985637093494396,0.983830343048371,0.979967030823128,0.982533970644338,0.983106178729012,0.97668111275075,0.983084924587424,0.980695899649773,0.982371007219483,0.982446468987464,0.973774969053924,0.982999612929307,0.981214273040107,0.981149355104922,0.976665608656432
AKAP9,0.955754483175559,0.956792956523106,0.954808269545458,0.954039989012055,0.944985849077323,0.930089336129305,0.963532080131319,0.954923951639644,0.951315045067963,0.955883875997724,0.960683031915724,0.956268759699365,0.956680547047689,0.948915467243183,0.931732371231582,0.95518279789825,0.962779748637912,0.963006072791034,0.958168762806705,0.958892826600824,0.954291621830387,0.942607967379044,0.964102806781046,0.954082020397045
AKT1,0.987412975806602,0.992940309802469,0.990226675474465,0.982108906429706,0.982949662480539,0.990356144702883,0.982588391540034,0.986329893211024,0.986059485389238,0.979503658508796,0.980466945601441,0.982266105115224,0.984260281889649,0.988829237522034,0.981542236525772,0.981175085153717,0.98927520115508,0.992725820021857,0.976338699657723,0.988162296313408,0.989317288353331,0.983565952336522,0.982651539989849,0.986179478837916
ANK2,0.904149513535663,0.944100503710002,0.923165175944949,0.922611823963493,0.892938423942532,0.904528747897763,0.924803963605443,0.928465337045106,0.861031036545163,0.938433432875149,0.645938303122164,0.948470806838262,0.934558297509547,0.826862796520101,0.905403814055356,0.939727514980987,0.922704162493814,0.914562532803839,0.746015421814727,0.94766421660135,0.819990367456408,0.933386133596529,0.766565093196814,0.943998360822259
ANK3,0.972905180635671,0.92647186875842,0.971517251676974,0.965745758214506,0.982028548051625,0.962856070252225,0.972686538108145,0.972096051375011,0.982330626411589,0.969420805967268,0.961955158692355,0.973508752599131,0.968634243089703,0.97665365486924,0.96365777993174,0.975622256177009,0.979783326392827,0.984536836841559,0.980106540835866,0.97304729952361,0.976287324623105,0.97635101388031,0.969503611457441,0.981378889278871
ANKHD1,0.0870356996128554,0.189847912540517,0.0995837549740699,0.108889031374889,0.122219326250036,0.107246865736922,0.107948454693154,0.100811925111773,0.116452407078061,0.153739236823395,0.114806169143857,0.144853384948772,0.122086877069826,0.106034939365272,0.106957657065067,0.0911652980123732,0.108067752700282,0.0793271871461987,0.0903391934657124,0.114464764665422,0.100271888420021,0.0994338714789368,0.140456504624704,0.117116965329116
APOB,0.868950878600856,0.943753994749965,0.888267578096552,0.780628883572928,0.896803228599368,0.948519826694983,0.896591152840415,0.949425632240599,0.905180786314466,0.927807429579138,0.530741658810991,0.921025418596389,0.918148017150239,0.926838016173004,0.896529720466288,0.887299819338429,0.665955872230581,0.92472001370345,0.7957295752154,0.659228174278548,0.888393075128103,0.850373227154676,0.858490304720692,0.922385664999315
ARID1A,0.987786503999924,0.972451346655743,0.986283260593517,0.96798659884158,0.97065444527939,0.976089430069212,0.97074197344379,0.95838388902527,0.956419404730456,0.962309292205001,0.953231991406928,0.952036760463022,0.964903807103872,0.966827868916823,0.960688143656257,0.976278526331547,0.969910240440099,0.987242231180141,0.968348020808926,0.950588407335896,0.976476085517601,0.956522398888942,0.95419191082452,0.964449987204395
ARID1B,0.990280096690366,0.99364045132639,0.9880227087564,0.98922794108952,0.985474427903704,0.986939095693029,0.987933155121098,0.988210872194521,0.988507874203961,0.988561255118282,0.986856721167746,0.988459640786039,0.985170576703579,0.987763217930902,0.990793742696231,0.987881862387323,0.988228117408903,0.988212908092789,0.984042571347741,0.988412246140039,0.990725467624414,0.987426460491831,0.985983017317826,0.99187335610469
ASPM,0.0514965235265618,0.132347221323778,0.0470180438208387,0.0677242623914099,0.0467374823226155,0.0399168553096561,0.0467223788968051,0.0420003393135463,0.0805823717772235,0.0485011966565301,0.0394654382063596,0.0501401901626993,0.0512237156545508,0.0454833385290088,0.0556989179428828,0.0326002424354983,0.0410498386447294,0.0315891115884432,0.0468128403126638,0.0544634510431149,0.0343138469887208,0.0498065343604318,0.0640306503950141,0.061449983543005
ASXL3,0.0659664217252501,0.814876257521354,0.167587650681382,0.176810439713274,0.040603266233055,0.0300605528336635,0.383890648427613,0.0443014797476984,0.0441070115735551,0.266803044590434,0.075099962845985,0.0697478190062169,0.296115965609657,0.292980529563598,0.070345887718828,0.0381500133961418,0.0591617045327771,0.371415565284492,0.0760174290968002,0.0972189119976937,0.112331822191239,0.0879017853020663,0.0926668776325502,0.142283127483778
ATM,0.919744756513291,0.95647778343552,0.93663700088321,0.944470336617617,0.919819098768888,0.937747003568464,0.95680803087931,0.949631968738602,0.949247141690474,0.933116007639727,0.930033843827582,0.941862516415019,0.948937621819281,0.945615913486896,0.946525122983296,0.933702196478444,0.954364174444391,0.949288582614566,0.948192867428291,0.955241087610788,0.956506353883542,0.92900659747721,0.950626374701988,0.954896191020898
ATRX,0.897840527313921,0.931366337967692,0.930054354690811,0.929195388081448,0.890517463943372,0.918620840173059,0.941981456903999,0.910926276707759,0.886689016375286,0.898165231454859,0.901853109516414,0.940587004123665,0.894950831965584,0.947259681374695,0.863994599065934,0.922417865557005,0.930181511365783,0.953162789403945,0.906621353756045,0.90302260746577,0.895528347280492,0.914893749255718,0.915521542421638,0.93100398492016
BIRC6,0.954468977633856,0.968591167121531,0.942423856961117,0.947504978551736,0.948450531502891,0.941585040753641,0.932881612724851,0.937489587919801,0.953894626886449,0.956587012907129,0.948980490574516,0.938907658362193,0.954381059647583,0.948045877760095,0.940388420503848,0.94447619966987,0.940792992130251,0.951561839193494,0.95037389063562,0.954809836973282,0.930552864810058,0.935123024020014,0.964098474009224,0.945759971301268
BRCA1,0.955531846384203,0.938360846049563,0.955839241683918,0.928884936353581,0.939536143295981,0.944438808239107,0.955359028863517,0.939105353622726,0.934573928492502,0.947990870326084,0.91375547335081,0.944338497204551,0.944415160776854,0.911724157804772,0.933035658905243,0.910254833367574,0.950924893724466,0.940401143759435,0.933385552006479,0.938404438270152,0.910326735836696,0.916950103737796,0.933565968875327,0.9321360534129
BRCA2,0.929878415034655,0.911810191632745,0.955295195661123,0.955755897497711,0.934444632706639,0.960622544432807,0.956544106058536,0.921011872800605,0.954686506122163,0.942512269414995,0.940660830454115,0.964448575977804,0.876209936412712,0.965116594839111,0.903067634952917,0.952906804807477,0.953944243142073,0.966456498615288,0.945788567410361,0.964613137175717,0.959873812241356,0.952563119595385,0.93935732058299,0.969384136998594
CACNA1A,0.919238816313519,0.948235353684507,0.936592345648488,0.912397375608143,0.891339041356587,0.900272465208376,0.909291855436025,0.92906597491908,0.895975801492025,0.925765455214201,0.938301289137718,0.916694655057794,0.925701254111407,0.923688613887233,0.87603547549943,0.893561821274545,0.952351317549217,0.955374919712807,0.956463340984344,0.946705918568414,0.945951096178523,0.925265843035142,0.938728542910219,0.970557382165316
CACNA1D,0.974688975216858,0.985877430473437,0.976508708964364,0.964172678949475,0.975764305260182,0.97479297110017,0.978930927970224,0.97294761972017,0.970997019404321,0.969817823379968,0.975078490863283,0.972168364198742,0.96925412767673,0.97706201124553,0.965930151446716,0.976491324707487,0.967102512027316,0.983340380302488,0.971018191213479,0.977837046160959,0.973957208628817,0.976198500965364,0.963437518162752,0.984799085714783
CASP8,0.902741513993808,0.96081531931318,0.952151977067874,0.891003214770693,0.929811309626208,0.966895059951735,0.926378669561986,0.923165510480722,0.954206717925897,0.889809672235293,0.931386603087745,0.940409595291662,0.936001653558973,0.899404497812241,0.93832469116413,0.946916367930414,0.886114855286463,0.941840825060896,0.812158805049642,0.884861489128372,0.934786623421742,0.938009060672464,0.898627869321338,0.938397079559536
CBFB,0.948106523277509,0.944957552292373,0.932894233698253,0.946523907326043,0.927868879162327,0.951118545030836,0.9498921498046,0.93578239151398,0.946499290823003,0.951794678364947,0.959391489044453,0.953247834491871,0.941524652107922,0.906465993309622,0.929553089281591,0.945952138243078,0.927365559088413,0.917806513250839,0.940315925914624,0.937992301389555,0.939469065643612,0.92384719359686,0.913388458236496,0.902780768406005
CDH1,0.928592701175884,0.958006256878302,0.939136201650673,0.938745348129712,0.927499751918532,0.940715926013951,0.926199511724488,0.936211553077842,0.957518561182794,0.946163677467949,0.914419952878697,0.921064366022187,0.939895540533688,0.952333060838644,0.938258882625561,0.937968099124358,0.849383132821161,0.961656610940239,0.93768749679147,0.951413767438982,0.9537042031619,0.940443056514434,0.883494277922898,0.956007684259922
CENPE,0.903374242059185,0.912572527842552,0.93159791075893,0.943491539092398,0.923342554942034,0.889282350841209,0.913414729279167,0.907392711506506,0.836649836447474,0.952574231186391,0.933100782037971,0.950024566577706,0.940537383398974,0.928545112538622,0.944119737776025,0.920577727993734,0.924845641903971,0.954110206545599,0.929455673875793,0.95685823508124,0.941981109736679,0.891231224547358,0.924431079725569,0.944984561985419
CEP350,0.950881965637692,0.9539003625412,0.922293988695681,0.894497330607162,0.940236753626822,0.955764589619276,0.941852954895941,0.943989905573614,0.838951644400197,0.920161428566141,0.92415540749305,0.939391964017183,0.94549994333285,0.943386186128474,0.935680050224462,0.923813633861362,0.905801673464414,0.945955416855041,0.939024389949102,0.828518750760544,0.915987865544385,0.926566719442818,0.94590284615047,0.933863352781833
CHD4,0.940218237846325,0.963408930784543,0.945040268620388,0.961187453527174,0.945881629561919,0.953944377269311,0.968219780741455,0.955690527408221,0.957402583719456,0.957410438930284,0.964745439266624,0.958259911684946,0.952713685532372,0.953924431479269,0.957682446514262,0.956445386635995,0.947923562479766,0.968928564395346,0.954257067631916,0.956517749549793,0.940397387838368,0.950818516812818,0.956943215972346,0.971628036335762
CHD7,0.991858288427915,0.983901551565025,0.988892239360426,0.985483815996716,0.986279189570575,0.987582484271483,0.982204703817223,0.98671124187921,0.990818451694707,0.987235661331095,0.98755297652487,0.987868136216999,0.98586929425021,0.992353040206949,0.989713924043897,0.98861017249643,0.989114126578095,0.990395706162914,0.988306933018962,0.98891207835863,0.99107750901329,0.985992775632566,0.981492396980308,0.98767463272435
COL14A1,0.9436205533229,0.948675115236458,0.924776108726236,0.930230671509562,0.934321430218969,0.953578205245373,0.938881106851072,0.947501271328053,0.939114101269993,0.936001140917232,0.95191972504587,0.896957601869343,0.941593541695498,0.925232455639414,0.897705613984213,0.938261039793054,0.909782456163617,0.944903633423577,0.52745173715552,0.54161435356141,0.933982070297139,0.947692284645212,0.920176251371766,0.915991507788704
CREBBP,0.987685649666589,0.979486831584468,0.976945968141784,0.934273223387284,0.94273218994063,0.981961746846553,0.941992276428535,0.963247941082853,0.97363476263997,0.943204933580974,0.941667526486127,0.945656248374303,0.946904272823942,0.968845004426298,0.974565515159839,0.981866966389897,0.978334144221326,0.97679433306261,0.938646618342619,0.941709849639631,0.981244865065665,0.963384868246324,0.958039248107824,0.97931373580948
CTCF,0.97566009744356,0.980797045500407,0.979860978410307,0.975434337297527,0.966121300402172,0.960150592518174,0.971279152665297,0.971459865277955,0.974917836836687,0.977611138974929,0.9755813130079,0.951402285271197,0.97648961969572,0.980589900615414,0.970831537337214,0.986305974109289,0.981861612130015,0.987058136153013,0.981558644738464,0.973002723318111,0.98763166236912,0.976453304041422,0.965764661296814,0.973576288928194
CUBN,0.877820821680948,0.870886439470828,0.880426036377264,0.946103531330834,0.896443276601095,0.923464271085445,0.949116552134872,0.936984563946315,0.946753794011291,0.87372539629615,0.714276225202558,0.946524249512723,0.926800549062291,0.659415823689664,0.883378906006738,0.948998427305642,0.874439777170764,0.958956898577426,0.660056080265459,0.848723673923181,0.829572985240942,0.935129871675645,0.755106656823102,0.944683933306931
DMD,0.931961510490787,0.454269426810142,0.934680046224866,0.897476085697312,0.879378673797409,0.935264557421692,0.93529829473099,0.922699809602073,0.932600504669446,0.946443726388256,0.70466296320208,0.940095157725261,0.940753385401475,0.867468941206588,0.950304521305063,0.902497603701185,0.931598426030494,0.940684905983282,0.811194829279347,0.937158347016026,0.906104439165268,0.904830469092638,0.941486486711384,0.951916507443522
DNAH10,0.989541936019646,0.984433960637474,0.988330752766411,0.988218076326649,0.988360339555069,0.98653502126668,0.986742364179857,0.987691905976729,0.985959832126245,0.988708540832222,0.988363589583229,0.987198896028904,0.986077328293854,0.987779325636586,0.987738229667896,0.987934863585635,0.988872001780695,0.989509094228841,0.985805493209363,0.988808471020947,0.991400218030072,0.988960020212112,0.988320653186776,0.989886760012696
DNAH17,0.985724465094631,0.980213167168891,0.990525240819732,0.974612483699028,0.975677184116974,0.989713523425234,0.978400035528591,0.982262979003624,0.987176168549246,0.979525340203406,0.982626042317696,0.983656097771978,0.977235575588835,0.990119633072054,0.977370200921883,0.973209935404936,0.987867830180582,0.987724170870045,0.959977425507938,0.981960801911436,0.986108094459136,0.967851197189271,0.981033409668487,0.987521053496458
DNAH9,0.910810661832183,0.897322874092381,0.874464855850308,0.931742130636237,0.910416287714804,0.951660813642983,0.916409947924586,0.943407431246261,0.791658667657149,0.900093542001925,0.894274164098109,0.88993183781658,0.90308022484675,0.890333153060411,0.910580434246977,0.910622324570525,0.880809999407169,0.884436926442366,0.912695735679966,0.715400516165223,0.886852109732345,0.893622545439984,0.902427730742424,0.910892527475364
DOCK11,0.914622974296658,0.932533080654085,0.906926492712572,0.920894306189372,0.880137655684962,0.91160656788803,0.935121642527943,0.926522084426726,0.924673353801744,0.915921465148405,0.87646939936742,0.877733942076926,0.905126152028677,0.910287370325293,0.915582208212567,0.923594895345468,0.898654867387964,0.828635270327545,0.888603932591505,0.92366388313804,0.821263536074815,0.901341861587202,0.850187995630284,0.932731998007502
DST,0.964347938489532,0.976033826369899,0.964298640615912,0.962722765270906,0.965271830486375,0.97233458153333,0.968879867289778,0.971556125128959,0.965979056080268,0.963808561822572,0.97892857886512,0.959361146323311,0.975121414975083,0.972300983655681,0.969869034845758,0.960990855251279,0.957715412844973,0.952362122958038,0.962275231663797,0.947994483342273,0.960455529208054,0.962394898001845,0.96736843001417,0.960595188725457
DYNC1H1,0.989451954243791,0.977692648434814,0.988978489050871,0.987913863085487,0.983978473473435,0.987982109817076,0.986105795989316,0.987605547826955,0.989401304855748,0.985016317519115,0.987441282504902,0.985115718245241,0.987893295329077,0.988972137034387,0.984845471278855,0.986598616343299,0.987600000381084,0.990622193108928,0.987966682085104,0.989950815098315,0.990827445684984,0.985383250612359,0.98847351610931,0.989765878355431
ERBB2,0.908943402159375,0.942005662031772,0.856625469975803,0.831847841203755,0.824276175439152,0.778346014291571,0.937058685291367,0.773144242306289,0.911352561345788,0.961662290814033,0.965670506892042,0.904949736898394,0.954624885735176,0.957541794898401,0.96090767290311,0.904049375653902,0.805977669632912,0.890263549089437,0.945479883265124,0.958866462232617,0.961399157905121,0.825682434274502,0.956532867863642,0.956154644086455
F8,0.894171868243651,0.986020426033037,0.962566445433084,0.951668351572583,0.953494406845464,0.944023336651541,0.958474367296458,0.953518456149936,0.960331500199513,0.935357336683677,0.62945747333141,0.93533528431174,0.955643353869752,0.974564105602369,0.971273919421499,0.969811174322648,0.928944677100647,0.986196045625096,0.801411525754296,0.932081543157906,0.977370646359629,0.950593257517635,0.917740198082955,0.980049817549773
FASN,0.992844414821079,0.99074814574309,0.659108815958953,0.788232307567033,0.985915582529171,0.99401778729831,0.987478869245982,0.988192824684837,0.989410390423143,0.960557524854938,0.631135208486911,0.986601284060176,0.988759256954882,0.75587444774677,0.982881994596456,0.989442346376492,0.976509581207606,0.986324091791291,0.988151096044715,0.986508552264391,0.98923601485561,0.9864743876261,0.908830963996512,0.991009238499754
FLG,0.688219644230712,0.574664369503335,0.86680201589764,0.564473990222536,0.833567261768608,0.863194020087527,0.832112269077338,0.890737510944039,0.52982659113838,0.497019557186959,0.383496237253041,0.850506329955508,0.654737211357393,0.41656256388925,0.73340658438231,0.627569855209681,0.456192071004638,0.920604139127843,0.42319481809809,0.546746990498643,0.823996509216151,0.801333960852186,0.583845407901764,0.713518189923144
FLNA,0.785052356492842,0.786199801665913,0.929601853326803,0.807535498401898,0.897752943164481,0.791007975578201,0.895589795625687,0.915795829548385,0.955251995652803,0.894173922870435,0.614988292535308,0.888503283846676,0.869870267473025,0.867031157794197,0.940638861019179,0.878768828910058,0.872448200790997,0.946461636601572,0.66464460314871,0.775771679594389,0.923222652294488,0.798596882638517,0.75810171443139,0.888966407965947
FLNC,0.990509543335712,0.991852761542763,0.990522784989187,0.961402850943809,0.986837200025633,0.990967262717281,0.988160132793674,0.983944973474215,0.988700941870427,0.95598852362166,0.990562183343287,0.984812728962326,0.986051513809315,0.988852004138592,0.985943036438871,0.989906204479543,0.929226015118981,0.99198045393367,0.983864370298948,0.980939910785193,0.989307962097585,0.989021514467558,0.983867528462202,0.98730477451605
FMN2,0.813194188877251,0.765376631663511,0.910174408290757,0.78540102487649,0.904882694594828,0.898901515051604,0.906980525581465,0.911367608118022,0.738395998101233,0.864083424174832,0.79123934212307,0.908112611380883,0.892566787911266,0.897903179075503,0.840785610084645,0.645167805503181,0.666841487517294,0.939662805760992,0.636955747942952,0.762946953033889,0.913195111506411,0.907057307386104,0.728770930712215,0.930183596036855
FOXA1,0.119490053528387,0.0233957589095608,0.168963956719443,0.149337589297339,0.159682856655071,0.141800904295658,0.14327923671297,0.165473820618293,0.112041144957749,0.152629421187211,0.146793159114513,0.118255592520146,0.134494897074929,0.171588944359477,0.13188045270931,0.115307751092409,0.181951832907603,0.117849528753054,0.12595408364605,0.169185666124587,0.135278054061502,0.167330212755175,0.217446202376311,0.205758518073781
GATA3,0.920173346114726,0.961581696986779,0.919304432558385,0.937481070229581,0.913272671322842,0.671694344812355,0.922911436187157,0.568944186006092,0.937892311497168,0.949986836237984,0.942639783271129,0.931152170627668,0.938068333649959,0.930794881774715,0.920134228506948,0.92989655694046,0.927215971343926,0.92225033636081,0.946771912316728,0.911647442503804,0.915719919524156,0.898952539618273,0.872943928479283,0.94050079681658
GOLGB1,0.0882922770641964,0.176321378581502,0.097787259373332,0.138908368708219,0.075729195433291,0.139894368374389,0.100442227535116,0.0957936671958705,0.164451003060257,0.198425433931166,0.181130016136181,0.210813609931542,0.086340491483122,0.0835009592878442,0.149042000242801,0.0758371658455363,0.0882311921035585,0.0519849426999778,0.170317073746807,0.121440773450362,0.0607748584293191,0.071082927368049,0.134110163769549,0.114537293762261
GRIN2A,0.869791204526368,0.947993221932819,0.744792071023878,0.644341208332162,0.977847541963835,0.974983469877318,0.975061660472456,0.97825782323517,0.487693483113757,0.921554561899148,0.359400468807088,0.964806154161956,0.935879524245818,0.9002932625942,0.984014172243467,0.970499987590486,0.584935600330372,0.973002603726029,0.343767743075825,0.628930984573251,0.820576781057532,0.959516119351718,0.977443545589797,0.976334601357318
HECW1,0.947398810160897,0.984737876237966,0.987323015608064,0.969619049623361,0.981815586180298,0.984190348796341,0.979603973581808,0.985389842875837,0.987848067198473,0.986263508895191,0.986095440997035,0.984337494555609,0.985345279102855,0.988200409331715,0.985229719085927,0.985173447021194,0.986952993397381,0.988129023171532,0.709129203610933,0.98704633433646,0.985652047861256,0.983341126961495,0.97846531146502,0.987911911895481
HERC1,0.958513734293963,0.925356458360487,0.938840116298036,0.947879503667652,0.955617052709723,0.939301009700312,0.958292124983023,0.941665366561567,0.939329068700967,0.970745916410819,0.960347333251559,0.958823653779157,0.95316154380585,0.960842333099577,0.954844481202338,0.952260375087069,0.958340159299427,0.963396818981809,0.949223507130126,0.960787221403089,0.952205009841875,0.954155916837509,0.960470441646744,0.959539458707425
HERC2,0.989624977814998,0.993082001370114,0.987254310403784,0.982295666116405,0.985178135488381,0.985875601763042,0.986831206968173,0.985910565646894,0.984740305789642,0.982637654795643,0.982825752335317,0.983855693707485,0.988530569480146,0.977264669402498,0.987199186819831,0.986024219887813,0.985404354598909,0.977863784505286,0.985543932386866,0.988706053294768,0.988434474383595,0.986763317135209,0.982974824490897,0.986491971985067
HTT,0.947391774312112,0.97703604325515,0.960448709888214,0.963777220104572,0.950996035184506,0.958354848226104,0.959736353309317,0.961848288263852,0.950604157239717,0.96091942628457,0.965792144453935,0.964945609503653,0.962563706650641,0.960009662013278,0.959042955872,0.951464645415363,0.963012924705704,0.964045794656409,0.966303659162365,0.953968101697852,0.964941381462065,0.949813747422185,0.962983082978699,0.961087494437265
HUWE1,0.854599789752952,0.939013180802761,0.929702691373168,0.875654188632803,0.925427593576974,0.925217859603737,0.941256727548347,0.938486576911681,0.908878890495956,0.945115384973073,0.851926874742547,0.938889698232393,0.892368732310374,0.924387536072827,0.940717133107841,0.944468949031337,0.900515464337737,0.935917155519748,0.710957544060406,0.876133551042895,0.895551531965318,0.904816536879102,0.763121216923186,0.827287201086608
HYDIN,0.923833536558467,0.768805174188397,0.611644592981545,0.896612865023896,0.939588811230821,0.94868978963596,0.921977326339575,0.928098859565524,0.864765540726529,0.9173530599692,0.887106068794972,0.954309344804318,0.933661017677872,0.919981991442183,0.862047242221809,0.9469855620966,0.500180518000874,0.968025161493152,0.740258374298248,0.757295270552469,0.743074986816935,0.929495411398895,0.908490523951063,0.934362627917763
ITPR3,0.98455307483882,0.985726998368962,0.982425098131335,0.981626305483038,0.976923506671377,0.97194098205281,0.977108744368068,0.978508507464716,0.97822652596128,0.97498690956475,0.975295650554448,0.977854047869987,0.977981715058317,0.97791148611979,0.984814833857625,0.977832031266726,0.981947987951834,0.989390372701388,0.980855764458904,0.975154246413283,0.987173375927927,0.971986155002213,0.976240942919127,0.985995634525481
KDM5B,0.905437544208074,0.971267801014431,0.932623706007134,0.886647033278386,0.947416065590686,0.95301024656389,0.950836028026327,0.941463758698289,0.926630619684197,0.917024860345194,0.794658101380144,0.963080738439653,0.945084286120647,0.907243807502709,0.942745994933361,0.94797167955523,0.957857518606276,0.92587046785022,0.955268549280992,0.925141844400841,0.926569677434969,0.939685469055802,0.89508563325337,0.93868395118326
KDM6A,0.906287759671985,0.928927787122737,0.919814021585644,0.904122420589791,0.917963334029857,0.92966823903496,0.952276833078073,0.934702772250284,0.952466198602794,0.92768709728817,0.914744499117758,0.938927509119798,0.918218095351999,0.919612642236513,0.940595661654588,0.934011498454417,0.946880857371843,0.946663263462127,0.942945544440595,0.906592225741666,0.904246048435426,0.931342218995898,0.874759783933519,0.936123772504181
KIF16B,0.914558427181065,0.951691040839273,0.952702966566861,0.911944007165477,0.913209357274258,0.96517369195778,0.961935919276888,0.946370728282504,0.959312223739498,0.938302261889899,0.930314483549806,0.942580552372597,0.901544631549102,0.948287606287992,0.929784178423106,0.954130382850414,0.923858957012863,0.945504290227325,0.956993235918796,0.944866179196646,0.875114960961597,0.941739759789525,0.944373838981721,0.937277751673534
KMT2A,0.792933328373141,0.527678298450508,0.603442349755669,0.810192470024033,0.629879089746161,0.378101393657405,0.586015237876318,0.746427826270402,0.480830165356974,0.83857414833227,0.67987735614096,0.480740566088154,0.667700046086131,0.379075976850431,0.52262455058949,0.685361611756952,0.462775351408114,0.318620929624409,0.74771025912609,0.935416598500294,0.894717905137399,0.875359767755143,0.604849761984125,0.605813129755413
KMT2C,0.963483150548288,0.928408530519725,0.958562108430233,0.973389496893431,0.962609064965268,0.982522580213867,0.952558416126351,0.974799734794999,0.976114634933912,0.981885367949425,0.96744660923314,0.97731004911115,0.969459369490452,0.953439042474188,0.970747282359946,0.941628035192537,0.968655941079303,0.935171397820273,0.937885031433457,0.979261282728815,0.976908076560716,0.892138291850369,0.96549114179791,0.976387919614997
KMT2D,0.989680504591633,0.991868277395565,0.990010090531022,0.986379358724015,0.982322710104105,0.987806750361289,0.986609433962808,0.986834336502283,0.989916725362124,0.985024772112826,0.987332582591371,0.984581573996183,0.98596172875359,0.986179420588758,0.986058968490874,0.986051636748506,0.986197842068452,0.988004998363712,0.986096867867364,0.988771656788992,0.988211379654109,0.985386993033836,0.98909333436502,0.989612909204699
